Unnamed: 0,abbreviation,abbreviation_for_term,archaic,attribute,body,definition,disease,domain,field,initialism,initialism_for_term,main_noun_maria,main_noun_nltk,mammal,matter,measure,misspelling,misspelling_for_term,obsolete,plural,plurality_of_term,pos,process,property,role,slang,synonym,synonym_for_term,term,units,vulgar
50082,False,,False,False,True,Any member of the Porcellanidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,porcellanid,False,False
50088,False,,False,False,True,Any member of the Porcelliidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,porcelliid,False,False
50090,False,,False,False,True,Any member of the family Porcellionidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,porcellionid,False,False
50203,False,,False,False,True,Any member of the Poritidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,poritid,False,False
50464,False,,False,False,True,Any member of the Poromyidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,poromyid,False,False
51348,False,,False,False,True,Any member of the Pospiviroidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pospiviroid,False,False
54018,False,,False,False,True,Any member of the Potamidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,potamid,False,False
54019,False,,False,False,True,Any member of the family Potamididae of gastropods.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,potamidid,False,False
54031,False,,False,False,True,Any member of the Potamonautidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,potamonautid,False,False
54033,False,,False,False,True,Any member of the Potamonidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,potamonid,False,False
54038,False,,False,False,True,Any member of the Potamotrygonidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,potamotrygonid,False,False
54391,False,,False,False,True,"Any member of the family Poteriidae, now family Neocyclotidae, of snails.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,poteriid,False,False
54504,False,,False,False,True,Any member of the Potoridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,potorid,False,False
54506,False,,False,False,True,Any member of the Potoroidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,potoroid,False,False
54671,False,,False,False,True,Any member of the Potyviridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,potyvirid,False,False
55965,False,,False,False,True,Any member of the Praenuculidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,praenuculid,False,False
56394,False,,False,False,True,Any member of the Pratylenchidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pratylenchid,False,False
56529,False,,False,False,True,Any member of the Prayidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prayid,False,False
61919,False,,False,False,True,Any member of the Presbyornithidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,presbyornithid,False,False
63033,False,,False,False,True,Any member of the Prestosuchidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prestosuchid,False,False
64058,False,,False,False,True,Any member of the Priacanthidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,priacanthid,False,False
65372,False,,False,False,True,Any member of the Prionoceratidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prionoceratid,False,False
65374,False,,False,False,True,Any member of the Prionoceridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prionocerid,False,False
65383,False,,False,False,True,Any member of the Prionopidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prionopid,False,False
65582,False,,False,False,True,Any member of the Pristidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pristid,False,False
65584,False,,False,False,True,Any member of the Pristigasteridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pristigasterid,False,False
65586,False,,False,False,True,"Any member of the Pristiglomidae, certain saltwater clams.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pristiglomid,False,False
65598,False,,False,False,True,Any member of the Pristiophoridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pristiophorid,False,False
66196,False,,False,False,True,Any member of the Probainognathidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,probainognathid,False,False
66382,False,,False,False,True,Any member of the Proborhyaenidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proborhyaenid,False,False
66445,False,,False,False,True,Any member of the Procarididae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procaridid,False,False
66467,False,,False,False,True,Any member of the Procaviidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procaviid,False,False
66540,False,,False,False,True,"Any of a family of oceanic birds (Procellaridae) including the petrels, fulmars, and shearwaters.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procellarian,False,False
66542,False,,False,False,True,Any member of the Procellaridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procellarid,False,False
66546,False,,False,False,True,Any member of the Procellariidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procellariid,False,False
66562,False,,False,False,True,Any member of the Proceratosauridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proceratosaurid,False,False
66575,False,,False,False,True,Any member of the Procerithiidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procerithiid,False,False
66578,False,,False,False,True,Any member of the Procerodidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procerodid,False,False
66628,False,,False,False,True,Any member of the Processidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,processid,False,False
66691,False,,False,False,True,Any member of the Prochaetodermatidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prochaetodermatid,False,False
66698,False,,False,False,True,Any member of the Prochilodontidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prochilodontid,False,False
66802,False,,False,False,True,Any member of the Procolophonidae,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procolophonid,False,False
66806,False,,False,False,True,"Any member of the Procolophonomorpha, an order or clade of early reptiles that appeared during the Middle Permian.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procolophonomorph,False,False
66827,False,,False,False,True,Any member of the Proconsulidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proconsulid,False,False
66947,False,,False,False,True,Any member of the Proctophyllodidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proctophyllodid,False,False
67072,False,,False,False,True,Any member of the Procynosuchidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procynosuchid,False,False
67074,False,,False,False,True,"Any member of the family Procyonidae, a New World family of the order Carnivora, including the raccoons, coatis, kinkajous, olingos, ringtails and cacomistles.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,procyonid,False,False
67118,False,,False,False,True,Any member of the Prodidomidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prodidomid,False,False
67191,False,,False,False,True,Any member of the Prodoxidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prodoxid,False,False
67203,False,,False,False,True,Any member of the Prodromitidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prodromitid,False,False
67282,False,,False,False,True,Any member of the Productidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,productid,False,False
67355,False,,False,False,True,"Any member of the suborder Productoidea, a large group of Upper Paleozoic brachiopods.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,productoid,False,False
67808,False,,False,False,True,Any member of the Profundulidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,profundulid,False,False
68263,False,,False,False,True,Any member of the Projapygidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,projapygid,False,False
68628,False,,False,False,True,Any member of the Prolobitidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prolobitid,False,False
68790,False,,False,False,True,Any member of the Promeropidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,promeropid,False,False
69512,False,,False,False,True,Any member of the Propalticidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,propalticid,False,False
69572,False,,False,False,True,Any member of the Propeamussiidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,propeamussiid,False,False
70039,False,,False,False,True,Any member of the Proporidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proporid,False,False
70394,False,,False,False,True,Any member of the Prorastomidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prorastomid,False,False
70524,False,,False,False,True,Any member of the Proscylliidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proscylliid,False,False
70657,False,,False,False,True,Any member of the Proserpinidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proserpinid,False,False
70971,False,,False,False,True,Any member of the Prosthogonimidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prosthogonimid,False,False
71010,False,,False,False,True,Any member of the Prostomidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prostomid,False,False
71307,False,,False,False,True,Any member of the Protelidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protelid,False,False
71325,False,,False,False,True,Any member of the Protentomidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protentomid,False,False
71333,False,,False,False,True,Any member of the Proteoceratidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proteoceratid,False,False
71436,False,,False,False,True,Any member of the Proterhinidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proterhinid,False,False
71440,False,,False,False,True,Any member of the Proterochampsidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proterochampsid,False,False
71448,False,,False,False,True,Any member of the Proterogyrinidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proterogyrinid,False,False
71452,False,,False,False,True,Any member of the family Proterosuchidae of archosaurs,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proterosuchid,False,False
71454,False,,False,False,True,Any member of the Proterotheriidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,proterotheriid,False,False
71701,False,,False,False,True,Any member of the Protoceratidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protoceratid,False,False
71705,False,,False,False,True,Any member of the Protoceratopsidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protoceratopsid,False,False
71802,False,,False,False,True,Any member of the Protocycloceratidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protocycloceratid,False,False
72023,False,,False,False,True,Any member of the Protoneuridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protoneurid,False,False
72167,False,,False,False,True,Any member of the Protorothyrididae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protorothyridid,False,False
72192,False,,False,False,True,Any member of the Protosirenidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protosirenid,False,False
72221,False,,False,False,True,"Any member of the family Protostegidae. 2012, Donald B. Brinkman, editor, Morphology and Evolution of Turtles:Loss of scutes (and corresponding loss of sucli[sic] on the underlying shell plates) is widely regarded as a derived condition that has occurred independently in trionychids, advanced carettochelyids (Carettochelyidae), and derived sea turtles such as dermochelyids and protostegids (e.g., Meylan 1988; Hirayama and Chitoku 1996).",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protostegid,False,False
72250,False,,False,False,True,Any member of the Protosuchidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,protosuchid,False,False
72277,False,,False,False,True,Any member of the Prototheoridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,prototheorid,False,False
73575,False,,False,False,True,Any member of the Psammobiidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psammobiid,False,False
73595,False,,False,False,True,Any member of the Psammosteidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psammosteid,False,False
73606,False,,False,False,True,Any member of the family Psechridae of spiders.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psechrid,False,False
73608,False,,False,False,True,Any member of the Pselaphidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pselaphid,False,False
73614,False,,False,False,True,Any member of the Psephenidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psephenid,False,False
73628,False,,False,False,True,Any member of the Psettodidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psettodid,False,False
73636,False,,False,False,True,Any member of the Pseudanthessiidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudanthessiid,False,False
73892,False,,False,False,True,Any member of the Pseudocaeciliidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudocaeciliid,False,False
73909,False,,False,False,True,Any member of the Pseudocarchariidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudocarchariid,False,False
73937,False,,False,False,True,Any member of the Pseudocerotidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudocerotid,False,False
73941,False,,False,False,True,Any member of the Pseudocheiridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudocheirid,False,False
73947,False,,False,False,True,Any member of the Pseudochromidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudochromid,False,False
73965,False,,False,False,True,Any member of the Pseudococcidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudococcid,False,False
73967,False,,False,False,True,Any member of the Pseudococculinidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudococculinid,False,False
74076,False,,False,False,True,Any member of the Pseudocyclopiidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudocyclopiid,False,False
74109,False,,False,False,True,Any member of the Pseudodiadematidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudodiadematid,False,False
74271,False,,False,False,True,Any member of the Pseudogarypidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudogarypid,False,False
74335,False,,False,False,True,Any member of the Pseudohaloritidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudohaloritid,False,False
74504,False,,False,False,True,Any member of the Pseudolividae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudolivid,False,False
74571,False,,False,False,True,Any member of the Pseudomelaniidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudomelaniid,False,False
74648,False,,False,False,True,Any member of the Pseudomugilidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudomugilid,False,False
74808,False,,False,False,True,Any member of the Pseudophoridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudophorid,False,False
74826,False,,False,False,True,Any member of the Pseudopimelodidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudopimelodid,False,False
74862,False,,False,False,True,Any member of the Pseudopomyzidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudopomyzid,False,False
75020,False,,False,False,True,Any member of the Pseudorthoceratidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudorthoceratid,False,False
75130,False,,False,False,True,Any member of the Pseudostigmatidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudostigmatid,False,False
75156,False,,False,False,True,Any member of the Pseudosuchia.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudosuchian,False,False
75206,False,,False,False,True,Any member of the Pseudothelphusidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudothelphusid,False,False
75211,False,,False,False,True,Any member of the Pseudotirolitidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudotirolitid,False,False
75222,False,,False,False,True,Any member of the family Pseudotriakidae of false catsharks.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudotriakid,False,False
75326,False,,False,False,True,Any member of the Pseudozygopleuridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pseudozygopleurid,False,False
75360,False,,False,False,True,Any member of the Psilidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psilid,False,False
75380,False,,False,False,True,Any member of the Psilorhynchidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psilorhynchid,False,False
75389,False,,False,False,True,Any member of the Psilostomatidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psilostomatid,False,False
75406,False,,False,False,True,Any member of the family Psittacidae of African and neotropical parrots.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psittacid,False,False
75426,False,,False,False,True,Any member of the Psittaculidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psittaculid,False,False
75445,False,,False,False,True,Any member of the family Psolidae of sea cucumbers.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psolid,False,False
75448,False,,False,False,True,Any member of the Psophiidae; a trumpeter.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psophiid,False,False
75472,False,,False,False,True,Any member of the Psoroptidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psoroptid,False,False
75605,False,,False,False,True,Any of the family Psychidae; a bagworm.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psychid,False,False
75695,False,,False,False,True,Any member of the Psychocidaridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psychocidarid,False,False
75713,False,,False,False,True,Any member of the Psychodidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psychodid,False,False
75915,False,,False,False,True,Any member of the Psychomyiidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psychomyiid,False,False
76175,False,,False,False,True,Any member of the family Psychrolutidae; toadfishes.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psychrolutid,False,False
76207,False,,False,False,True,Any member of the Psychroteuthidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,psychroteuthid,False,False
76261,False,,False,False,True,Any member of the Pteranodontidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pteranodontid,False,False
76291,False,,False,False,True,Any member of the Pteriidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pteriid,False,False
76323,False,,False,False,True,Any member of the Pteroclidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pteroclid,False,False
76331,False,,False,False,True,Any member of the Pterodactylidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pterodactylid,False,False
76344,False,,False,False,True,Any member of the family Pteromalidae of parasitic wasps.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pteromalid,False,False
76352,False,,False,False,True,Any member of the Pteronarcyidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pteronarcyid,False,False
76355,False,,False,False,True,Any member of the Pteronyssidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pteronyssid,False,False
76359,False,,False,False,True,Any member of the Pterophoridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pterophorid,False,False
76379,False,,False,False,True,Any member of the Pteroptochidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pteroptochid,False,False
76397,False,,False,False,True,Any member of the Pterothecidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pterothecid,False,False
76405,False,,False,False,True,Any member of the Pterotracheidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pterotracheid,False,False
76430,False,,False,False,True,Any member of the Pterygometopidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pterygometopid,False,False
76442,False,,False,False,True,Any member of the Pterygotidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pterygotid,False,False
76456,False,,False,False,True,Any member of the Ptilichthyidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptilichthyid,False,False
76458,False,,False,False,True,Any member of the Ptiliidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptiliid,False,False
76466,False,,False,False,True,Any member of the Ptilodontidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptilodontid,False,False
76470,False,,False,False,True,Any member of the Ptilogonatidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptilogonatid,False,False
76474,False,,False,False,True,A member of the Ptilonorhynchidae; a bower bird.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptilonorhynchid,False,False
76480,False,,False,False,True,Any member of the Ptinidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptinid,False,False
76527,False,,False,False,True,Any member of the Ptychaspididae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptychaspidid,False,False
76529,False,,False,False,True,Any member of the Ptychitidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptychitid,False,False
76533,False,,False,False,True,Any member of the Ptychoderidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptychoderid,False,False
76535,False,,False,False,True,Any member of the Ptychodontidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptychodontid,False,False
76545,False,,False,False,True,Any member of the Ptychopteridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,ptychopterid,False,False
77429,False,,False,False,True,Any member of the Pugnellidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pugnellid,False,False
78254,False,,False,False,True,Any member of the Pulvinitidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pulvinitid,False,False
78701,False,,False,False,True,Any member of the Punctidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,punctid,False,False
79142,False,,False,False,True,Any member of the Pupillidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pupillid,False,False
79164,False,,False,False,True,Any member of the Pupinidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pupinid,False,False
79472,False,,False,False,True,Any member of the Purgatoriidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,purgatoriid,False,False
79872,False,,False,False,True,Any member of the Purpurinidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,purpurinid,False,False
80979,False,,False,False,True,Any member of the Putoidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,putoid,False,False
81385,False,,False,False,True,Any member of the Pycnogonida; a sea spider.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pycnogonoid,False,False
81462,False,,False,False,True,Any member of the Pygidicranidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pygidicranid,False,False
81513,False,,False,False,True,"Any member of the family Pygopodidae, the legless lizards.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pygopodid,False,False
81573,False,,False,False,True,Any member of the Pylochelidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pylochelid,False,False
81737,False,,False,False,True,Any member of the Pyramidellidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pyramidellid,False,False
81908,False,,False,False,True,Any member of the Pyrgotidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pyrgotid,False,False
82095,False,,False,False,True,Any member of the Pyrochroidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pyrochroid,False,False
82168,False,,False,False,True,Any member of the family Pyroglyphidae of mites.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pyroglyphid,False,False
82323,False,,False,False,True,Any member of the Pyropeltidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pyropeltid,False,False
82472,False,,False,False,True,Any member of the Pyroteuthidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pyroteuthid,False,False
82478,False,,False,False,True,Any member of the Pyrotheriidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pyrotheriid,False,False
82640,False,,False,False,True,"Any of the family Pythonidae of non-venomous snakes, distinguished from the boids by teeth on the premaxilla.",,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pythonid,False,False
82652,False,,False,False,True,Any member of the Pyuridae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,pyurid,False,False
163,False,,False,False,True,Any member of the Nacellidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,nacellid,False,False
368,False,,False,False,True,Any member of the Naididae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,naidid,False,False
955,False,,False,False,True,Any member of the Nandidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,nandid,False,False
1007,False,,False,False,True,Any member of the Nannastacidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,nannastacid,False,False
1016,False,,False,False,True,Any member of the Nannochoristidae.,,zoology,,False,,,,,False,False,False,,False,False,,Noun,False,False,False,False,False,,nannochoristid,False,False
