Unnamed: 0,abbreviation,abbreviation_for_term,archaic,attribute,body,definition,domain,initialism,initialism_for_term,main_noun_maria,main_noun_nltk,matter,measure,misspelling,misspelling_for_term,obsolete,plural,plurality_of_term,pos,process,property,role,slang,synonym,synonym_for_term,term,units,vulgar
26528,False,,False,False,False,Any drug that causes such dilation,medicine,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dilator,False,False
26536,False,,False,False,False,Any compound containing two laurate ions or groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dilaurate,False,False
26544,False,,False,False,False,An oil-like substance consisting of bitumen derived from tar sands or other sources diluted with natural gas condensates such as naptha that may be processed in a manner similar to petroleum. The new dilbit pipeline will run alongside the oil one. Most dilbits are similar in consistency to intermediate fuel oils.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,dilbit,False,False
26680,False,,False,False,False,An antiparasitic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diloxanide,False,False
26683,False,,False,False,False,"A benzothiazepine drug, a potent vasodilator used to treat hypertension, migraine, angina pectoris, and some types of arrhythmia.",,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diltiazem,False,False
26713,False,,False,False,False,"A substance used for diluting. John Quincy, Pharmacopia officinalis extemporanea Very little is prescribed in the Shops under this Intention, because the Kitchen so much better supplies all of this Kind, and furnishes the common Diluters, of which Sage Tea, Lemonade with a little Wine, and Wine and Water, are much the best []",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,diluter,False,False
26834,False,,False,False,False,A particular antihistamine drug with potential applications as a nootropic and neuroprotective.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimebolin,False,False
26845,False,,False,False,False,An over-the-counter drug used to prevent nausea and motion sickness.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimenhydrinate,False,False
26940,False,,False,False,False,Any compound that facilitates the formation of a dimer.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimerizer,False,False
26941,False,,False,False,False,Such a compound involved in the transcription of nucleic acid.,biochemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimerizer,False,False
26957,False,,False,False,False,Any compound that has two mesylate groups or ions,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimesylate,False,False
26962,False,,False,False,False,The drug dimethylamphetamine.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimetamfetamine,False,False
26966,False,,False,False,False,"Any compound containing two methacrylate groups 2015, Tarek A Soliman et al., In Vitro Solubility and Wear Rates of Silorane and Dimethacrylate Resin Based Composite Restorative Materials under Different pH Conditions, in Journal of International Oral Health: JIOH[1], volume 7:The purpose of this study was to evaluate the effect of different pH solutions on the solubility and wear resistance of Silorane and dimethacrylate resin based composite restorative materials.",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethacrylate,False,False
26968,False,,False,False,False,A stimulant drug of the xanthine class.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethazan,False,False
26989,False,,False,False,False,A psychedelic drug and substituted amphetamine of the phenethylamine class of compounds.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethoxybromoamphetamine,False,False
26995,False,,False,False,False,A psychoactive drug and research chemical of the phenethylamine and amphetamine classes.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethoxymethamphetamine,False,False
27008,False,,False,False,False,The organic compound CH3-S-S-CH3; it is a pheromone associated with some flies and ants.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethyl disulfane,False,False
27015,False,,False,False,False,"An organic compound, (CH3)2SO, obtained as a byproduct from wood pulp, and is used as a solvent for carrying out chemical reactions and for administering drugs through the skin; also used as a reagent; its polar structure is a resonance hybrid.",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethyl sulfoxide,False,False
27017,False,,False,False,False,"The organic compound (CH3)2Te, analogous to dimethyl sulfide",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethyl telluride,False,False
27041,False,,False,False,False,A stimulant drug of the phenethylamine and amphetamine chemical classes.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethylamphetamine,False,False
27057,False,,False,False,False,An organic compound with the chemical formula C6H5CH2N(CH3)2.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethylbenzylamine,False,False
27067,False,,False,False,False,The aliphatic compound (CH3CH2S)2 found in crude oil and in brassicas; it has a hemolytic action,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethyldisulfide,False,False
27089,False,,False,False,False,"An organometallic compound of mercury, (CH3)2Hg, that is a dangerous neurotoxin",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethylmercury,False,False
27131,False,,False,False,False,The organometallic compound of zinc (CH3)2Zn that is used in organic synthesis,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimethylzinc,False,False
27132,False,,False,False,False,A particular antipruritic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimetindene,False,False
27138,False,,False,False,False,A nitroimidazole drug that combats protozoan infections.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimetridazole,False,False
27249,False,,False,False,False,A nootropic drug of the racetam family whose derivatives may have applications in the treatment of neuropathic pain.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimiracetam,False,False
27344,False,,False,False,False,Any compound containing two mycocerosate groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dimycocerosate,False,False
27362,False,,False,False,False,An experimental drug that inhibits cyclin-dependent kinases.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dinaciclib,False,False
27369,False,,False,False,False,An antiparkinson drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dinapsoline,False,False
27408,False,,False,False,False,Any compound having a structure based on a dineolignane,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dineolignan,False,False
27587,False,,False,False,False,"Any substance that has two niobate groups 2016, Orawan Khamman, Jiraporn Jainumpone, Anucha Watcharapasorn, Supon Ananta, Fabrication, phase formation and microstructure of Ni4Nb2O9 ceramics by using two-stage sintering technique, in arXiv[1]:The potential utilization of two-stage sintering for the production of highly dense and pure nickel diniobate (Ni4Nb2O9) ceramics with low firing temperature was demonstrated.",inorganic chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,diniobate,False,False
27594,False,,False,False,False,Any compound having two nitrate groups,chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dinitrate,False,False
27598,False,,False,False,False,Any organic compound having two nitrile groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dinitrile,False,False
27614,False,,False,False,False,The unstable binary compound N2O5; a strong oxidizing agent.,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dinitrogen pentoxide,False,False
27616,False,,False,False,False,"A binary compound of nitrogen and oxygen, N2O4, that exists in equilibrium with nitrogen dioxide NO2; it is a powerful oxidizing agent and is used in rocket propellants.",inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dinitrogen tetroxide,False,False
27617,False,,False,False,False,"The binary compound of nitrogen and oxygen N2O3, a pale blue liquid that reacts with water to form nitrous acid.",inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dinitrogen trioxide,False,False
27888,False,,False,False,False,"A compound with a high boiling point, found in some aerosols (C24,H38,O4).",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dioctyl phthalate,False,False
27925,False,,False,False,False,any organic compound having two hydroxy functional groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diol,False,False
27939,False,,False,False,False,"Any compound that contains both a diol and an epoxide group, especially on the same six-membered ring",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diolepoxide,False,False
28031,False,,False,False,False,"A semisynthetic drug (modified hesperidin), a member of the flavonoid family, used in the treatment of venous disease.",,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diosmin,False,False
28052,False,,False,False,False,A beta-adrenergic blocking drug.,,False,,blocking,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dioxadilol,False,False
28056,False,,False,False,False,An organic compound formally derived from a dioxane by replacing a methylene group with a carbonyl group,chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dioxanone,False,False
28099,False,,False,False,False,"An organic compound derived from benzophenone, used in sunscreen.",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dioxybenzone,False,False
28106,False,,False,False,False,The explosive binary compound of oxygen and fluorine O2F2,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dioxygen difluoride,False,False
28107,False,,False,False,False,"A compound, (O2)+(PtF6), important historically as a precursor of the first noble gas compound.",inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dioxygen hexafluoroplatinate,False,False
28210,False,,False,False,False,An organic compound formed from two amino acids joined by a peptide bond.,"biochemistry, organic chemistry",False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipeptide,False,False
28215,False,,False,False,False,An anesthetic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diperodon,False,False
28229,False,,False,False,False,The drug difemetorex.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphemethoxidine,False,False
28231,False,,False,False,False,An anthelminthic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphenan,False,False
28236,False,,False,False,False,A dissociative anesthetic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphenidine,False,False
28239,False,,False,False,False,"Any compound that has two phenol groups; especially the isomeric benzenediols (catechol, resorcinol and hydroquinone).",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphenol,False,False
28261,False,,False,False,False,An organic compound used in the synthesis of tetraphenylethylene. Benzophenone is reacted with phosphorus pentachloride to give diphenyldichloromethane.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphenyldichloromethane,False,False
28283,False,,False,False,False,"An aromatic compound made of two phenyl connected by a carbonyl functional group, more usually called benzophenone.","organic chemistry, uncountable",False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphenylmethanone,False,False
28294,False,,False,False,False,A particular antihistamine drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphenylpyraline,False,False
28315,False,,False,False,False,Any organic compound that has two phosphine groups.,"countable, organic chemistry",False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphosphine,False,False
28335,False,,False,False,False,Any compound (especially a class of drugs) having two phosphonate groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphosphonate,False,False
28337,False,,False,False,False,Any compound containing two phosphonite groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphosphonite,False,False
28356,False,,False,False,False,An anticonvulsant drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diphoxazide,False,False
28420,False,,False,False,False,An antispasmodic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipiproverine,False,False
28650,False,,False,False,False,Any compound having two pnictide ions,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipnictide,False,False
28680,False,,False,False,False,"Any compound (most often alkenes) that react with 1,3-dipoles in a cycloaddition reaction",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipolarophile,False,False
28750,False,,False,False,False,An antiarrhythmic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diprafenone,False,False
28751,False,,False,False,False,A drug being developed to treat Parkinson's disease levodopa-induced dyskinesia.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipraglurant,False,False
28760,False,,False,False,False,An antiparkinsonian drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diprobutine,False,False
28770,False,,False,False,False,A particular psychedelic tryptamine drug.,,False,,tryptamine,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipropyltryptamine,False,False
28899,False,,False,False,False,A scapolite mineral.,,False,,mineral,mineral,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipyre,False,False
28904,False,,False,False,False,A drug that inhibits thrombus formation when given chronically and causes vasodilation when given at high doses over a short time.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipyridamole,False,False
28917,False,,False,False,False,A topical antiinfective drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipyrithione,False,False
28918,False,,False,False,False,A pharmaceutical drug used as an analgesic and antipyretic.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipyrocetyl,False,False
28921,False,,False,False,False,Any compound containing two pyrrole rings fused via a methine (-C=) group.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dipyrrin,False,False
28931,False,,False,False,False,A pharmaceutical drug for the treatment of dry eye disease.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diquafosol,False,False
29268,False,,False,False,False,A drug used to treat obesity in dogs.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dirlotapide,False,False
29466,False,,False,False,False,An experimental drug for the treatment of multiple sclerosis.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dirucotide,False,False
31451,False,,False,False,False,The binary compound of hydrogen and selenium H-Se-Se-H analogous to hydrogen peroxide,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diselane,False,False
31455,False,,False,False,False,any organic compound of general formula RSeSeR',chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diselenide,False,False
32416,False,,False,False,False,Any compound that has two sialylate groups or anions,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,disialylate,False,False
32441,False,,False,False,False,Any compound containing two silicate anions.,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,disilicate,False,False
32575,False,,False,False,False,A substance that kills germs and/or viruses. The scalpels were soaked in disinfectant before the operation so disease wouldn't be spread.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,disinfectant,False,False
33182,False,,False,False,False,Any substance that produces dismutation,biochemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,dismutator,False,False
33242,False,,False,False,False,An antiarrhythmic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,disobutamide,False,False
33255,False,,False,False,False,An antilipidemic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,disogluside,False,False
33372,False,,False,False,False,An antiviral drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,disoxaril,False,False
33642,False,,False,False,False,"Any substance that is used to prevent settling or clumping of particles suspended in a liquid. 1989, Tony E. Hart, Letters of Agreement for the use of Dispersants, in L. Michael Flaherty, editor, Oil dispersants: new ecological approaches, page 152:Since the effectiveness of dispersants is time-critical, the sooner that concurrence can be obtained and the dispersant applied, the more effective such 1989, National Research Council (U.S.). Committee on Effectiveness of Oil Spill Dispersants, Using oil spill dispersants on the sea, page 122:Effects due to the dispersant solvent and surfactants in the water column may be surmised only from laboratory studies 2010 May 13, Paul Quinlan, Less Toxic Dispersants Lose Out in BP Oil Spill Cleanup, in New York Times:Scientists warn that the dispersed oil, as well as the dispersants themselves, might cause long-term harm to marine life.",chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,dispersant,False,False
33657,False,,False,False,False,A substance that stabilizes a dispersion; an emulsifier.,chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,disperser,False,False
34762,False,,False,False,False,a dissociative drug,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dissociative,False,False
34826,False,,False,False,False,A substance which can dissolve or be dissolved into a liquid.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,dissolvent,False,False
35051,False,,False,False,False,Any compound containing two stearate groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,distearate,False,False
35128,False,,False,False,False,Any organoantimony compound containing two antimony atoms joined together R2Sb-SbR2,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,distibine,False,False
35152,False,,False,False,False,"A parasympathomimetic drug, used in the bromide form, similar to pyridostigmine and neostigmine but with a longer duration of action.",,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,distigmine,False,False
35183,False,,False,False,False,"The substance extracted by distilling. 1599, William Shakespeare, The Merry Wives of Windsor, III. v. 104: to be stopped in, like a strong distillation, with stinking / clothes that fretted in their own grease. 1609, William Shakespeare, Sonnet 5: Then, were not summer's distillation left, A liquid prisoner pent in walls of glass ...",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,distillation,False,False
35184,False,,False,False,False,"A substance used to force a distillate in a distillation, as it has a boiling point more than that of the substance to be extracted and less than that of the impurities. It is rarely used but mostly with fractional distillation when column packing is used. As it vapourises it heats the column packing and causes the trapped fluid to rise over.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,distillation chaser,False,False
35488,False,,False,False,False,A substance that is distributed between two immiscible liquids,chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,distribuend,False,False
35713,False,,False,False,False,A particular disulfide drug.,,False,,disulfide,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,disulfamide,False,False
35714,False,,False,False,False,Any organic compound containing two sulfur atoms joined together.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,disulfane,False,False
35729,False,,False,False,False,"A drug, 1-(diethylthiocarbamoyldisulfanyl)- N,N-diethyl-methanethioamide, used to treat chronic alcoholism",medicine,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,disulfiram,False,False
35737,False,,False,False,False,Any compound containing two sulfonate groups,chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,disulfonate,False,False
35897,False,,False,False,False,Any compound that has two tartrate ions or groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,ditartrate,False,False
35900,False,,False,False,False,Any compound that contains two taurate groups or ions,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,ditaurate,False,False
35951,False,,False,False,False,Any compound that has two tetrafluoroborate groups,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,ditetrafluoroborate,False,False
36006,False,,False,False,False,The compound C6H5-CSSH formally derived from benzoic acid by replacing both oxygen atoms with those of sulfur,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dithiobenzoic acid,False,False
36018,False,,False,False,False,Any organic compound having two thioether functional groups.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dithioether,False,False
36019,False,,False,False,False,"any compound, of general formula R2C(SR')SH, derived from a hemiacetal by replacing both oxygens with sulfur",chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dithiohemiacetal,False,False
36023,False,,False,False,False,Any compound having two thiol groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dithiol,False,False
36038,False,,False,False,False,"An unstable substance, H2S2O6, known only in its solutions and in certain well-defined salts.",chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,dithionic acid,False,False
36080,False,,False,False,False,An antileprotic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,ditophal,False,False
36093,False,,False,False,False,Any compound having two triflate groups,chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,ditriflate,False,False
36198,False,,False,False,False,A drug or a substance that increases the rate of urine excretion.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,diuretic,False,False
36244,False,,False,False,False,A bronchodilator drug.,,False,,bronchodilator,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,divabuterol,False,False
36275,False,,False,False,False,A nonbenzodiazepine anxiolytic and anticonvulsant drug from the pyrazolopyrimidine family.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,divaplon,False,False
36766,False,,False,False,False,"Any substance that can be divided. Joseph Glanvill The composition of Bodies, whether it be of Divisibles or Indivisibles, is a question which must be rank'd with the Indissolvibles []",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,divisible,False,False
36967,False,,False,False,False,A particular antipsychotic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dixyrazine,False,False
36972,False,,False,False,False,Any compound having two acetylene groups,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,diyne,False,False
37355,False,,False,False,False,An antipsychotic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dobupride,False,False
37370,False,,False,False,False,A particular drug used in chemotherapy.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,docetaxel,False,False
37505,False,,False,False,False,An antifungal drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doconazole,False,False
37518,False,,False,False,False,Any compound that has twenty-two water molecules per molecule or unit cell,chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,docosahydrate,False,False
37534,False,,False,False,False,A compound containing conjugated triene structures generated from docosahexaenoic acid.,biochemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,docosatriene,False,False
37685,False,,False,False,False,Any material substance on which the information is represented by writing.,,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,document,False,False
37875,False,,False,False,False,Any compound that contains twelve sulfate groups,inorganic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dodecasulfate,False,False
37895,False,,False,False,False,A liquid aromatic compound used to prepare the anionic detergent dodecylbenzene sodium sulfonate.,organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dodecylbenzene,False,False
37995,False,,False,False,False,"An oily substance obtained from the doegling, resembling oleic acid.",organic chemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,doeglic acid,False,False
38822,False,,False,False,False,"The compound 2-phenyl-1-(2-thiazolyl)ethylamine normally found associated with a dolastatin 2015 July 11, Site-Dependent Degradation of a Non-Cleavable Auristatin-Based Linker-Payload in Rodent Plasma and Its Effect on ADC Efficacy, in PLOS ONE[1], DOI:10.1371/journal.pone.0132282:We subsequently identified the degradation by mass spectrometry as a loss of 186 Da, which is consistent with the hydrolytic cleavage of the C-terminal dolaphenine residue of MMAD (Fig 2a and 2b, Figs a and b in S1 Fig ).",organic chemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dolaphenine,False,False
38940,False,,False,False,False,A drug from the racetam family.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doliracetam,False,False
39557,False,,False,False,False,An anticoagulant drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,domipizone,False,False
39561,False,,False,False,False,A thrombolytic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,domitroban,False,False
39582,False,,False,False,False,"An antidopaminergic drug used to suppress nausea and vomiting. 2000, Trevor Stone, L. Gail Darlington, Pills, Potions and Poisons: How Drugs Work:A new word was introduced recently into English undigestion. This simply refers to a lack of movement of food in the stomach and small intestine and responds to treatment with domperidone.",pharmacology,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,domperidone,False,False
40358,False,,False,False,False,An antiparkinsonian drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dopamantine,False,False
40365,False,,False,False,False,Any substance that affects the production of dopamine,biochemistry,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,dopaminergic,False,False
40373,False,,False,False,False,"A substance added in small amounts to a pure semiconductor material to alter its conductive properties. 1970, James W[alter] Mayer; Lennart Eriksson; John A[rthur] Davies, General Features of Ion Implantation, in Ion Implantation in Semiconductors: Silicon and Germanium, New York, N.Y.: Academic Press, OCLC 912401876, page 5:It should be noted that even though both types of disorder can be annealed at temperatures well below those where diffusion of the dopant species occurs, there are still defects present.",,False,,substance,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,dopant,False,False
40375,False,,False,False,False,A compound involved in melanin production.,biochemistry,False,,compound,compound,True,False,False,,False,False,,Noun,False,False,False,False,False,,dopaquinone,False,False
40474,False,,False,False,False,An antiasthmatic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doqualast,False,False
40489,False,,False,False,False,A veterinary drug used to treat parasites.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doramectin,False,False
40490,False,,False,False,False,"The anticancer drug (2R,3S)-3-[(2-nitroimidazol-1-yl)methoxy]butane-1,2,4-triol","organic chemistry, medicine",False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doranidazole,False,False
40837,False,,False,False,False,A sulfonamide drug that is a carbonic anhydrase inhibitor used to treat glaucoma,medicine,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,dorzolamide,False,False
43376,False,,False,False,False,"A benzodiazepine derivative drug with anxiolytic, anticonvulsant, sedative and skeletal muscle relaxant properties, used therapeutically as a hypnotic.",,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doxefazepam,False,False
43377,False,,False,False,False,An anticonvulsant drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doxenitoin,False,False
43389,False,,False,False,False,A xanthine drug used in the treatment of asthma.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doxofylline,False,False
43409,False,,False,False,False,An anthracycline drug used in chemotherapy.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doxorubicin,False,False
43413,False,,False,False,False,A mild opioid analgesic drug.,,False,,drug,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,doxpicomine,False,False
44315,False,,False,False,False,A beta-adrenergic blocking drug.,,False,,blocking,drug,True,False,False,,False,False,,Noun,False,False,False,False,False,,draquinolol,False,False
44624,False,,False,False,False,"A soft, slaty substance used in crayon drawing.",,False,,slaty,substance,True,False,False,,False,False,,Noun,False,False,False,False,False,,drawing slate,False,False
44965,False,,False,False,False,Very fine mineral matter held in suspension in water. (Can we find and add a quotation of Raymond to this entry?),,False,,mineral,mineral,True,False,False,,False,False,,Noun,False,False,False,False,False,,dredge,False,False
